site,time,obs_permil
SVB,2018-08-13 00:00:00,5.9
NOR,2018-07-31 00:00:00,5.27
NOR,2018-08-01 00:00:00,5.27
NOR,2018-08-02 00:00:00,5.27
NOR,2018-08-03 00:00:00,5.27
NOR,2018-08-04 00:00:00,5.27
NOR,2018-08-05 00:00:00,5.27
NOR,2018-08-06 00:00:00,5.27
NOR,2018-08-07 00:00:00,5.27
NOR,2018-08-08 00:00:00,5.27
NOR,2018-08-09 00:00:00,5.27
NOR,2018-08-10 00:00:00,5.27
NOR,2018-08-11 00:00:00,5.27
NOR,2018-08-12 00:00:00,5.27
NOR,2018-08-13 00:00:00,5.27
NOR,2018-08-14 00:00:00,5.27
KRE,2018-08-01 00:00:00,2.05
KRE,2018-08-02 00:00:00,2.05
KRE,2018-08-03 00:00:00,2.05
KRE,2018-08-04 00:00:00,2.05
KRE,2018-08-05 00:00:00,2.05
KRE,2018-08-06 00:00:00,2.05
KRE,2018-08-07 00:00:00,2.05
KRE,2018-08-08 00:00:00,2.05
KRE,2018-08-09 00:00:00,2.05
KRE,2018-08-10 00:00:00,2.05
KRE,2018-08-11 00:00:00,2.05
KRE,2018-08-12 00:00:00,2.05
KRE,2018-08-13 00:00:00,2.05
KRE,2018-08-14 00:00:00,2.05
KRE,2018-08-15 00:00:00,2.05
PAL,2018-08-01 00:00:00,13.01
PAL,2018-08-02 00:00:00,13.01
PAL,2018-08-03 00:00:00,13.01
PAL,2018-08-04 00:00:00,13.01
PAL,2018-08-05 00:00:00,13.01
PAL,2018-08-06 00:00:00,13.01
PAL,2018-08-07 00:00:00,13.01
PAL,2018-08-08 00:00:00,13.01
PAL,2018-08-09 00:00:00,13.01
PAL,2018-08-10 00:00:00,13.01
PAL,2018-08-11 00:00:00,13.01
PAL,2018-08-12 00:00:00,13.01
PAL,2018-08-13 00:00:00,13.01
PAL,2018-08-14 00:00:00,13.01
PAL,2018-08-15 00:00:00,13.01
TRN,2018-08-01 00:00:00,3.22
TRN,2018-08-02 00:00:00,3.22
TRN,2018-08-03 00:00:00,3.22
TRN,2018-08-04 00:00:00,3.22
TRN,2018-08-05 00:00:00,3.22
TRN,2018-08-06 00:00:00,3.22
TRN,2018-08-07 00:00:00,3.22
TRN,2018-08-08 00:00:00,3.22
TRN,2018-08-09 00:00:00,3.22
TRN,2018-08-10 00:00:00,3.22
TRN,2018-08-11 00:00:00,3.22
TRN,2018-08-12 00:00:00,3.22
TRN,2018-08-13 00:00:00,3.22
TRN,2018-08-14 00:00:00,3.22
TRN,2018-08-15 00:00:00,3.22
TRN,2018-08-16 00:00:00,3.22
TRN,2018-08-17 00:00:00,3.22
TRN,2018-08-18 00:00:00,3.22
TRN,2018-08-19 00:00:00,3.22
TRN,2018-08-20 00:00:00,3.22
TRN,2018-08-21 00:00:00,3.22
TRN,2018-08-22 00:00:00,3.22
TRN,2018-08-23 00:00:00,3.22
TRN,2018-08-24 00:00:00,3.22
HTM,2018-08-03 00:00:00,4.11
HTM,2018-08-04 00:00:00,4.11
HTM,2018-08-05 00:00:00,4.11
HTM,2018-08-06 00:00:00,4.11
HTM,2018-08-07 00:00:00,4.11
HTM,2018-08-08 00:00:00,4.11
HTM,2018-08-09 00:00:00,4.11
HTM,2018-08-10 00:00:00,4.11
HTM,2018-08-11 00:00:00,4.11
HTM,2018-08-12 00:00:00,4.11
HTM,2018-08-13 00:00:00,4.11
HTM,2018-08-14 00:00:00,4.11
HTM,2018-08-15 00:00:00,4.11
HTM,2018-08-16 00:00:00,4.11
HTM,2018-08-17 00:00:00,4.11
OPE,2018-08-06 00:00:00,8.09
OPE,2018-08-07 00:00:00,8.09
OPE,2018-08-08 00:00:00,8.09
OPE,2018-08-09 00:00:00,8.09
OPE,2018-08-10 00:00:00,8.09
OPE,2018-08-11 00:00:00,8.09
OPE,2018-08-12 00:00:00,8.09
OPE,2018-08-13 00:00:00,8.09
OPE,2018-08-14 00:00:00,8.09
OPE,2018-08-15 00:00:00,8.09
OPE,2018-08-16 00:00:00,8.09
OPE,2018-08-17 00:00:00,8.09
OPE,2018-08-18 00:00:00,8.09
OPE,2018-08-19 00:00:00,8.09
OPE,2018-08-20 00:00:00,8.09
CBW,2018-08-08 00:00:00,1.01
CBW,2018-08-09 00:00:00,1.01
CBW,2018-08-10 00:00:00,1.01
CBW,2018-08-11 00:00:00,1.01
CBW,2018-08-12 00:00:00,1.01
CBW,2018-08-13 00:00:00,1.01
CBW,2018-08-14 00:00:00,1.01
CBW,2018-08-15 00:00:00,1.01
CBW,2018-08-16 00:00:00,1.01
CBW,2018-08-17 00:00:00,1.01
CBW,2018-08-18 00:00:00,1.01
CBW,2018-08-19 00:00:00,1.01
CBW,2018-08-20 00:00:00,1.01
CBW,2018-08-21 00:00:00,1.01
CBW,2018-08-22 00:00:00,1.01
CBW,2018-08-23 00:00:00,1.01
CBW,2018-08-24 00:00:00,1.01
CBW,2018-08-25 00:00:00,1.01
CBW,2018-08-26 00:00:00,1.01
CBW,2018-08-27 00:00:00,1.01
CBW,2018-08-28 00:00:00,1.01
CBW,2018-08-29 00:00:00,1.01
CBW,2018-08-30 00:00:00,1.01
CBW,2018-08-31 00:00:00,1.01
CBW,2018-09-01 00:00:00,1.01
CBW,2018-09-02 00:00:00,1.01
CBW,2018-09-03 00:00:00,1.01
CBW,2018-09-04 00:00:00,1.01
CBW,2018-09-05 00:00:00,1.01
CBW,2018-09-06 00:00:00,1.01
CBW,2018-09-07 00:00:00,1.01
CBW,2018-09-08 00:00:00,1.01
CBW,2018-09-09 00:00:00,1.01
CBW,2018-09-10 00:00:00,1.01
CBW,2018-09-11 00:00:00,1.01
HPB,2018-08-08 00:00:00,2.03
HPB,2018-08-09 00:00:00,2.03
HPB,2018-08-10 00:00:00,2.03
HPB,2018-08-11 00:00:00,2.03
HPB,2018-08-12 00:00:00,2.03
HPB,2018-08-13 00:00:00,2.03
HPB,2018-08-14 00:00:00,2.03
HPB,2018-08-15 00:00:00,2.03
HPB,2018-08-16 00:00:00,2.03
HPB,2018-08-17 00:00:00,2.03
HPB,2018-08-18 00:00:00,2.03
HPB,2018-08-19 00:00:00,2.03
HPB,2018-08-20 00:00:00,2.03
HPB,2018-08-21 00:00:00,2.03
HPB,2018-08-22 00:00:00,2.03
SAC,2018-08-10 00:00:00,7.68
SAC,2018-08-11 00:00:00,7.68
SAC,2018-08-12 00:00:00,7.68
SAC,2018-08-13 00:00:00,7.68
SAC,2018-08-14 00:00:00,7.68
SAC,2018-08-15 00:00:00,7.68
SAC,2018-08-16 00:00:00,7.68
SAC,2018-08-17 00:00:00,7.68
SAC,2018-08-18 00:00:00,7.68
SAC,2018-08-19 00:00:00,7.68
SAC,2018-08-20 00:00:00,7.68
SAC,2018-08-21 00:00:00,7.68
SAC,2018-08-22 00:00:00,7.68
SAC,2018-08-23 00:00:00,7.68
SAC,2018-08-24 00:00:00,7.68
SAC,2018-08-25 00:00:00,7.68
SAC,2018-08-26 00:00:00,7.68
SAC,2018-08-27 00:00:00,7.68
SAC,2018-08-28 00:00:00,7.68
SAC,2018-08-29 00:00:00,7.68
JFJ,2018-08-13 00:00:00,6.59
JFJ,2018-08-14 00:00:00,6.59
JFJ,2018-08-15 00:00:00,6.59
JFJ,2018-08-16 00:00:00,6.59
JFJ,2018-08-17 00:00:00,6.59
JFJ,2018-08-18 00:00:00,6.59
JFJ,2018-08-19 00:00:00,6.59
JFJ,2018-08-20 00:00:00,6.59
JFJ,2018-08-21 00:00:00,6.59
JFJ,2018-08-22 00:00:00,6.59
JFJ,2018-08-23 00:00:00,6.59
JFJ,2018-08-24 00:00:00,6.59
JFJ,2018-08-25 00:00:00,6.59
JFJ,2018-08-26 00:00:00,6.59
JFJ,2018-08-27 00:00:00,6.59
SVB,2018-08-13 00:00:00,8.04
SVB,2018-08-14 00:00:00,8.04
SVB,2018-08-15 00:00:00,8.04
SVB,2018-08-16 00:00:00,8.04
SVB,2018-08-17 00:00:00,8.04
SVB,2018-08-18 00:00:00,8.04
SVB,2018-08-19 00:00:00,8.04
SVB,2018-08-20 00:00:00,8.04
SVB,2018-08-21 00:00:00,8.04
SVB,2018-08-22 00:00:00,8.04
SVB,2018-08-23 00:00:00,8.04
SVB,2018-08-24 00:00:00,8.04
SVB,2018-08-25 00:00:00,8.04
SVB,2018-08-26 00:00:00,8.04
SVB,2018-08-27 00:00:00,8.04
KIT,2018-08-13 11:00:00,-3.04
KIT,2018-08-14 11:00:00,-3.04
KIT,2018-08-15 11:00:00,-3.04
KIT,2018-08-16 11:00:00,-3.04
KIT,2018-08-17 11:00:00,-3.04
KIT,2018-08-18 11:00:00,-3.04
KIT,2018-08-19 11:00:00,-3.04
KIT,2018-08-20 11:00:00,-3.04
KIT,2018-08-21 11:00:00,-3.04
KIT,2018-08-22 11:00:00,-3.04
KIT,2018-08-23 11:00:00,-3.04
KIT,2018-08-24 11:00:00,-3.04
KIT,2018-08-25 11:00:00,-3.04
KIT,2018-08-26 11:00:00,-3.04
NOR,2018-08-14 00:00:00,7.03
NOR,2018-08-15 00:00:00,7.03
NOR,2018-08-16 00:00:00,7.03
NOR,2018-08-17 00:00:00,7.03
NOR,2018-08-18 00:00:00,7.03
NOR,2018-08-19 00:00:00,7.03
NOR,2018-08-20 00:00:00,7.03
NOR,2018-08-21 00:00:00,7.03
NOR,2018-08-22 00:00:00,7.03
NOR,2018-08-23 00:00:00,7.03
NOR,2018-08-24 00:00:00,7.03
NOR,2018-08-25 00:00:00,7.03
NOR,2018-08-26 00:00:00,7.03
NOR,2018-08-27 00:00:00,7.03
NOR,2018-08-28 00:00:00,7.03
KRE,2018-08-15 00:00:00,4.38
KRE,2018-08-16 00:00:00,4.38
KRE,2018-08-17 00:00:00,4.38
KRE,2018-08-18 00:00:00,4.38
KRE,2018-08-19 00:00:00,4.38
KRE,2018-08-20 00:00:00,4.38
KRE,2018-08-21 00:00:00,4.38
KRE,2018-08-22 00:00:00,4.38
KRE,2018-08-23 00:00:00,4.38
KRE,2018-08-24 00:00:00,4.38
KRE,2018-08-25 00:00:00,4.38
KRE,2018-08-26 00:00:00,4.38
KRE,2018-08-27 00:00:00,4.38
KRE,2018-08-28 00:00:00,4.38
KRE,2018-08-29 00:00:00,4.38
PAL,2018-08-15 00:00:00,5.03
PAL,2018-08-16 00:00:00,5.03
PAL,2018-08-17 00:00:00,5.03
PAL,2018-08-18 00:00:00,5.03
PAL,2018-08-19 00:00:00,5.03
PAL,2018-08-20 00:00:00,5.03
PAL,2018-08-21 00:00:00,5.03
PAL,2018-08-22 00:00:00,5.03
PAL,2018-08-23 00:00:00,5.03
PAL,2018-08-24 00:00:00,5.03
PAL,2018-08-25 00:00:00,5.03
PAL,2018-08-26 00:00:00,5.03
PAL,2018-08-27 00:00:00,5.03
PAL,2018-08-28 00:00:00,5.03
PAL,2018-08-29 00:00:00,5.03
HTM,2018-08-17 00:00:00,5.02
HTM,2018-08-18 00:00:00,5.02
HTM,2018-08-19 00:00:00,5.02
HTM,2018-08-20 00:00:00,5.02
HTM,2018-08-21 00:00:00,5.02
HTM,2018-08-22 00:00:00,5.02
HTM,2018-08-23 00:00:00,5.02
HTM,2018-08-24 00:00:00,5.02
HTM,2018-08-25 00:00:00,5.02
HTM,2018-08-26 00:00:00,5.02
HTM,2018-08-27 00:00:00,5.02
HTM,2018-08-28 00:00:00,5.02
HTM,2018-08-29 00:00:00,5.02
HTM,2018-08-30 00:00:00,5.02
HTM,2018-08-31 00:00:00,5.02
OPE,2018-08-20 00:00:00,4.83
OPE,2018-08-21 00:00:00,4.83
OPE,2018-08-22 00:00:00,4.83
OPE,2018-08-23 00:00:00,4.83
OPE,2018-08-24 00:00:00,4.83
OPE,2018-08-25 00:00:00,4.83
OPE,2018-08-26 00:00:00,4.83
OPE,2018-08-27 00:00:00,4.83
OPE,2018-08-28 00:00:00,4.83
OPE,2018-08-29 00:00:00,4.83
OPE,2018-08-30 00:00:00,4.83
OPE,2018-08-31 00:00:00,4.83
OPE,2018-09-01 00:00:00,4.83
OPE,2018-09-02 00:00:00,4.83
OPE,2018-09-03 00:00:00,4.83
HPB,2018-08-22 00:00:00,-3.69
HPB,2018-08-23 00:00:00,-3.69
HPB,2018-08-24 00:00:00,-3.69
HPB,2018-08-25 00:00:00,-3.69
HPB,2018-08-26 00:00:00,-3.69
HPB,2018-08-27 00:00:00,-3.69
HPB,2018-08-28 00:00:00,-3.69
HPB,2018-08-29 00:00:00,-3.69
HPB,2018-08-30 00:00:00,-3.69
HPB,2018-08-31 00:00:00,-3.69
HPB,2018-09-01 00:00:00,-3.69
HPB,2018-09-02 00:00:00,-3.69
HPB,2018-09-03 00:00:00,-3.69
HPB,2018-09-04 00:00:00,-3.69
HPB,2018-09-05 00:00:00,-3.69
TRN,2018-08-24 00:00:00,3.96
TRN,2018-08-25 00:00:00,3.96
TRN,2018-08-26 00:00:00,3.96
TRN,2018-08-27 00:00:00,3.96
TRN,2018-08-28 00:00:00,3.96
TRN,2018-08-29 00:00:00,3.96
TRN,2018-08-30 00:00:00,3.96
TRN,2018-08-31 00:00:00,3.96
TRN,2018-09-01 00:00:00,3.96
TRN,2018-09-02 00:00:00,3.96
TRN,2018-09-03 00:00:00,3.96
TRN,2018-09-04 00:00:00,3.96
TRN,2018-09-05 00:00:00,3.96
TRN,2018-09-06 00:00:00,3.96
JFJ,2018-08-27 00:00:00,8.22
JFJ,2018-08-28 00:00:00,8.22
JFJ,2018-08-29 00:00:00,8.22
JFJ,2018-08-30 00:00:00,8.22
JFJ,2018-08-31 00:00:00,8.22
JFJ,2018-09-01 00:00:00,8.22
JFJ,2018-09-02 00:00:00,8.22
JFJ,2018-09-03 00:00:00,8.22
JFJ,2018-09-04 00:00:00,8.22
JFJ,2018-09-05 00:00:00,8.22
JFJ,2018-09-06 00:00:00,8.22
JFJ,2018-09-07 00:00:00,8.22
JFJ,2018-09-08 00:00:00,8.22
JFJ,2018-09-09 00:00:00,8.22
JFJ,2018-09-10 00:00:00,8.22
SVB,2018-08-27 00:00:00,9.49
SVB,2018-08-28 00:00:00,9.49
SVB,2018-08-29 00:00:00,9.49
SVB,2018-08-30 00:00:00,9.49
SVB,2018-08-31 00:00:00,9.49
SVB,2018-09-01 00:00:00,9.49
SVB,2018-09-02 00:00:00,9.49
SVB,2018-09-03 00:00:00,9.49
SVB,2018-09-04 00:00:00,9.49
SVB,2018-09-05 00:00:00,9.49
SVB,2018-09-06 00:00:00,9.49
SVB,2018-09-07 00:00:00,9.49
SVB,2018-09-08 00:00:00,9.49
SVB,2018-09-09 00:00:00,9.49
SVB,2018-09-10 00:00:00,9.49
NOR,2018-08-28 00:00:00,5.16
NOR,2018-08-29 00:00:00,5.16
NOR,2018-08-30 00:00:00,5.16
NOR,2018-08-31 00:00:00,5.16
NOR,2018-09-01 00:00:00,5.16
NOR,2018-09-02 00:00:00,5.16
NOR,2018-09-03 00:00:00,5.16
NOR,2018-09-04 00:00:00,5.16
NOR,2018-09-05 00:00:00,5.16
NOR,2018-09-06 00:00:00,5.16
NOR,2018-09-07 00:00:00,5.16
NOR,2018-09-08 00:00:00,5.16
NOR,2018-09-09 00:00:00,5.16
NOR,2018-09-10 00:00:00,5.16
NOR,2018-09-11 00:00:00,5.16
KRE,2018-08-29 00:00:00,1.07
KRE,2018-08-30 00:00:00,1.07
KRE,2018-08-31 00:00:00,1.07
KRE,2018-09-01 00:00:00,1.07
KRE,2018-09-02 00:00:00,1.07
KRE,2018-09-03 00:00:00,1.07
KRE,2018-09-04 00:00:00,1.07
KRE,2018-09-05 00:00:00,1.07
KRE,2018-09-06 00:00:00,1.07
KRE,2018-09-07 00:00:00,1.07
KRE,2018-09-08 00:00:00,1.07
KRE,2018-09-09 00:00:00,1.07
KRE,2018-09-10 00:00:00,1.07
KRE,2018-09-11 00:00:00,1.07
KRE,2018-09-12 00:00:00,1.07
KRE,2018-09-13 00:00:00,1.07
KRE,2018-09-14 00:00:00,1.07
PAL,2018-08-29 00:00:00,16.28
PAL,2018-08-30 00:00:00,16.28
PAL,2018-08-31 00:00:00,16.28
PAL,2018-09-01 00:00:00,16.28
PAL,2018-09-02 00:00:00,16.28
PAL,2018-09-03 00:00:00,16.28
PAL,2018-09-04 00:00:00,16.28
PAL,2018-09-05 00:00:00,16.28
PAL,2018-09-06 00:00:00,16.28
PAL,2018-09-07 00:00:00,16.28
PAL,2018-09-08 00:00:00,16.28
PAL,2018-09-09 00:00:00,16.28
PAL,2018-09-10 00:00:00,16.28
PAL,2018-09-11 00:00:00,16.28
PAL,2018-09-12 00:00:00,16.28
SAC,2018-08-29 00:00:00,7.75
SAC,2018-08-30 00:00:00,7.75
SAC,2018-08-31 00:00:00,7.75
SAC,2018-09-01 00:00:00,7.75
SAC,2018-09-02 00:00:00,7.75
SAC,2018-09-03 00:00:00,7.75
SAC,2018-09-04 00:00:00,7.75
SAC,2018-09-05 00:00:00,7.75
SAC,2018-09-06 00:00:00,7.75
SAC,2018-09-07 00:00:00,7.75
SAC,2018-09-08 00:00:00,7.75
SAC,2018-09-09 00:00:00,7.75
SAC,2018-09-10 00:00:00,7.75
SAC,2018-09-11 00:00:00,7.75
SAC,2018-09-12 00:00:00,7.75
SAC,2018-09-13 00:00:00,7.75
SAC,2018-09-14 00:00:00,7.75
SAC,2018-09-15 00:00:00,7.75
SAC,2018-09-16 00:00:00,7.75
SAC,2018-09-17 00:00:00,7.75
HTM,2018-08-31 00:00:00,6.81
HTM,2018-09-01 00:00:00,6.81
HTM,2018-09-02 00:00:00,6.81
HTM,2018-09-03 00:00:00,6.81
HTM,2018-09-04 00:00:00,6.81
HTM,2018-09-05 00:00:00,6.81
HTM,2018-09-06 00:00:00,6.81
HTM,2018-09-07 00:00:00,6.81
HTM,2018-09-08 00:00:00,6.81
HTM,2018-09-09 00:00:00,6.81
HTM,2018-09-10 00:00:00,6.81
HTM,2018-09-11 00:00:00,6.81
HTM,2018-09-12 00:00:00,6.81
HTM,2018-09-13 00:00:00,6.81
HTM,2018-09-14 00:00:00,6.81
OPE,2018-09-03 00:00:00,4.66
OPE,2018-09-04 00:00:00,4.66
OPE,2018-09-05 00:00:00,4.66
OPE,2018-09-06 00:00:00,4.66
OPE,2018-09-07 00:00:00,4.66
OPE,2018-09-08 00:00:00,4.66
OPE,2018-09-09 00:00:00,4.66
OPE,2018-09-10 00:00:00,4.66
OPE,2018-09-11 00:00:00,4.66
OPE,2018-09-12 00:00:00,4.66
OPE,2018-09-13 00:00:00,4.66
OPE,2018-09-14 00:00:00,4.66
OPE,2018-09-15 00:00:00,4.66
OPE,2018-09-16 00:00:00,4.66
OPE,2018-09-17 00:00:00,4.66
HPB,2018-09-05 00:00:00,-0.99
HPB,2018-09-06 00:00:00,-0.99
HPB,2018-09-07 00:00:00,-0.99
HPB,2018-09-08 00:00:00,-0.99
HPB,2018-09-09 00:00:00,-0.99
HPB,2018-09-10 00:00:00,-0.99
HPB,2018-09-11 00:00:00,-0.99
HPB,2018-09-12 00:00:00,-0.99
HPB,2018-09-13 00:00:00,-0.99
HPB,2018-09-14 00:00:00,-0.99
HPB,2018-09-15 00:00:00,-0.99
HPB,2018-09-16 00:00:00,-0.99
HPB,2018-09-17 00:00:00,-0.99
HPB,2018-09-18 00:00:00,-0.99
HPB,2018-09-19 00:00:00,-0.99
TRN,2018-09-06 00:00:00,0.4
TRN,2018-09-07 00:00:00,0.4
TRN,2018-09-08 00:00:00,0.4
TRN,2018-09-09 00:00:00,0.4
TRN,2018-09-10 00:00:00,0.4
TRN,2018-09-11 00:00:00,0.4
TRN,2018-09-12 00:00:00,0.4
TRN,2018-09-13 00:00:00,0.4
TRN,2018-09-14 00:00:00,0.4
TRN,2018-09-15 00:00:00,0.4
TRN,2018-09-16 00:00:00,0.4
TRN,2018-09-17 00:00:00,0.4
TRN,2018-09-18 00:00:00,0.4
TRN,2018-09-19 00:00:00,0.4
JFJ,2018-09-10 00:00:00,1.87
JFJ,2018-09-11 00:00:00,1.87
JFJ,2018-09-12 00:00:00,1.87
JFJ,2018-09-13 00:00:00,1.87
JFJ,2018-09-14 00:00:00,1.87
JFJ,2018-09-15 00:00:00,1.87
JFJ,2018-09-16 00:00:00,1.87
JFJ,2018-09-17 00:00:00,1.87
JFJ,2018-09-18 00:00:00,1.87
JFJ,2018-09-19 00:00:00,1.87
JFJ,2018-09-20 00:00:00,1.87
JFJ,2018-09-21 00:00:00,1.87
JFJ,2018-09-22 00:00:00,1.87
JFJ,2018-09-23 00:00:00,1.87
JFJ,2018-09-24 00:00:00,1.87
SVB,2018-09-10 00:00:00,7.16
SVB,2018-09-11 00:00:00,7.16
SVB,2018-09-12 00:00:00,7.16
SVB,2018-09-13 00:00:00,7.16
SVB,2018-09-14 00:00:00,7.16
SVB,2018-09-15 00:00:00,7.16
SVB,2018-09-16 00:00:00,7.16
SVB,2018-09-17 00:00:00,7.16
SVB,2018-09-18 00:00:00,7.16
SVB,2018-09-19 00:00:00,7.16
SVB,2018-09-20 00:00:00,7.16
SVB,2018-09-21 00:00:00,7.16
SVB,2018-09-22 00:00:00,7.16
SVB,2018-09-23 00:00:00,7.16
SVB,2018-09-24 00:00:00,7.16
NOR,2018-09-11 00:00:00,7.05
NOR,2018-09-12 00:00:00,7.05
NOR,2018-09-13 00:00:00,7.05
NOR,2018-09-14 00:00:00,7.05
NOR,2018-09-15 00:00:00,7.05
NOR,2018-09-16 00:00:00,7.05
NOR,2018-09-17 00:00:00,7.05
NOR,2018-09-18 00:00:00,7.05
NOR,2018-09-19 00:00:00,7.05
NOR,2018-09-20 00:00:00,7.05
NOR,2018-09-21 00:00:00,7.05
NOR,2018-09-22 00:00:00,7.05
NOR,2018-09-23 00:00:00,7.05
NOR,2018-09-24 00:00:00,7.05
NOR,2018-09-25 00:00:00,7.05
PAL,2018-09-12 00:00:00,10.55
PAL,2018-09-13 00:00:00,10.55
PAL,2018-09-14 00:00:00,10.55
PAL,2018-09-15 00:00:00,10.55
PAL,2018-09-16 00:00:00,10.55
PAL,2018-09-17 00:00:00,10.55
PAL,2018-09-18 00:00:00,10.55
PAL,2018-09-19 00:00:00,10.55
PAL,2018-09-20 00:00:00,10.55
PAL,2018-09-21 00:00:00,10.55
PAL,2018-09-22 00:00:00,10.55
PAL,2018-09-23 00:00:00,10.55
PAL,2018-09-24 00:00:00,10.55
PAL,2018-09-25 00:00:00,10.55
PAL,2018-09-26 00:00:00,10.55
HTM,2018-09-14 00:00:00,1.58
HTM,2018-09-15 00:00:00,1.58
HTM,2018-09-16 00:00:00,1.58
HTM,2018-09-17 00:00:00,1.58
HTM,2018-09-18 00:00:00,1.58
HTM,2018-09-19 00:00:00,1.58
HTM,2018-09-20 00:00:00,1.58
HTM,2018-09-21 00:00:00,1.58
HTM,2018-09-22 00:00:00,1.58
HTM,2018-09-23 00:00:00,1.58
HTM,2018-09-24 00:00:00,1.58
HTM,2018-09-25 00:00:00,1.58
HTM,2018-09-26 00:00:00,1.58
HTM,2018-09-27 00:00:00,1.58
HTM,2018-09-28 00:00:00,1.58
KRE,2018-09-14 00:00:00,3.54
KRE,2018-09-15 00:00:00,3.54
KRE,2018-09-16 00:00:00,3.54
KRE,2018-09-17 00:00:00,3.54
KRE,2018-09-18 00:00:00,3.54
KRE,2018-09-19 00:00:00,3.54
KRE,2018-09-20 00:00:00,3.54
KRE,2018-09-21 00:00:00,3.54
KRE,2018-09-22 00:00:00,3.54
KRE,2018-09-23 00:00:00,3.54
KRE,2018-09-24 00:00:00,3.54
KRE,2018-09-25 00:00:00,3.54
KRE,2018-09-26 00:00:00,3.54
OPE,2018-09-17 00:00:00,3.93
OPE,2018-09-18 00:00:00,3.93
OPE,2018-09-19 00:00:00,3.93
OPE,2018-09-20 00:00:00,3.93
OPE,2018-09-21 00:00:00,3.93
OPE,2018-09-22 00:00:00,3.93
OPE,2018-09-23 00:00:00,3.93
OPE,2018-09-24 00:00:00,3.93
OPE,2018-09-25 00:00:00,3.93
OPE,2018-09-26 00:00:00,3.93
OPE,2018-09-27 00:00:00,3.93
OPE,2018-09-28 00:00:00,3.93
OPE,2018-09-29 00:00:00,3.93
OPE,2018-09-30 00:00:00,3.93
OPE,2018-10-01 00:00:00,3.93
SAC,2018-09-18 00:00:00,6.01
SAC,2018-09-19 00:00:00,6.01
SAC,2018-09-20 00:00:00,6.01
SAC,2018-09-21 00:00:00,6.01
SAC,2018-09-22 00:00:00,6.01
SAC,2018-09-23 00:00:00,6.01
SAC,2018-09-24 00:00:00,6.01
SAC,2018-09-25 00:00:00,6.01
SAC,2018-09-26 00:00:00,6.01
SAC,2018-09-27 00:00:00,6.01
SAC,2018-09-28 00:00:00,6.01
SAC,2018-09-29 00:00:00,6.01
SAC,2018-09-30 00:00:00,6.01
SAC,2018-10-01 00:00:00,6.01
SAC,2018-10-02 00:00:00,6.01
SAC,2018-10-03 00:00:00,6.01
SAC,2018-10-04 00:00:00,6.01
SAC,2018-10-05 00:00:00,6.01
HPB,2018-09-19 00:00:00,0.59
HPB,2018-09-20 00:00:00,0.59
HPB,2018-09-21 00:00:00,0.59
HPB,2018-09-22 00:00:00,0.59
HPB,2018-09-23 00:00:00,0.59
HPB,2018-09-24 00:00:00,0.59
HPB,2018-09-25 00:00:00,0.59
HPB,2018-09-26 00:00:00,0.59
HPB,2018-09-27 00:00:00,0.59
HPB,2018-09-28 00:00:00,0.59
HPB,2018-09-29 00:00:00,0.59
HPB,2018-09-30 00:00:00,0.59
HPB,2018-10-01 00:00:00,0.59
HPB,2018-10-02 00:00:00,0.59
HPB,2018-10-03 00:00:00,0.59
HPB,2018-10-04 00:00:00,0.59
TRN,2018-09-19 00:00:00,0.0
TRN,2018-09-20 00:00:00,0.0
TRN,2018-09-21 00:00:00,0.0
TRN,2018-09-22 00:00:00,0.0
TRN,2018-09-23 00:00:00,0.0
TRN,2018-09-24 00:00:00,0.0
TRN,2018-09-25 00:00:00,0.0
TRN,2018-09-26 00:00:00,0.0
TRN,2018-09-27 00:00:00,0.0
TRN,2018-09-28 00:00:00,0.0
TRN,2018-09-29 00:00:00,0.0
TRN,2018-09-30 00:00:00,0.0
TRN,2018-10-01 00:00:00,0.0
TRN,2018-10-02 00:00:00,0.0
TRN,2018-10-03 00:00:00,0.0
TRN,2018-10-04 00:00:00,0.0
TRN,2018-10-05 00:00:00,0.0
JFJ,2018-09-24 00:00:00,5.93
JFJ,2018-09-25 00:00:00,5.93
JFJ,2018-09-26 00:00:00,5.93
JFJ,2018-09-27 00:00:00,5.93
JFJ,2018-09-28 00:00:00,5.93
JFJ,2018-09-29 00:00:00,5.93
JFJ,2018-09-30 00:00:00,5.93
JFJ,2018-10-01 00:00:00,5.93
JFJ,2018-10-02 00:00:00,5.93
JFJ,2018-10-03 00:00:00,5.93
JFJ,2018-10-04 00:00:00,5.93
JFJ,2018-10-05 00:00:00,5.93
JFJ,2018-10-06 00:00:00,5.93
JFJ,2018-10-07 00:00:00,5.93
JFJ,2018-10-08 00:00:00,5.93
SVB,2018-09-24 00:00:00,3.78
SVB,2018-09-25 00:00:00,3.78
SVB,2018-09-26 00:00:00,3.78
SVB,2018-09-27 00:00:00,3.78
SVB,2018-09-28 00:00:00,3.78
SVB,2018-09-29 00:00:00,3.78
SVB,2018-09-30 00:00:00,3.78
SVB,2018-10-01 00:00:00,3.78
SVB,2018-10-02 00:00:00,3.78
SVB,2018-10-03 00:00:00,3.78
SVB,2018-10-04 00:00:00,3.78
SVB,2018-10-05 00:00:00,3.78
SVB,2018-10-06 00:00:00,3.78
SVB,2018-10-07 00:00:00,3.78
SVB,2018-10-08 00:00:00,3.78
NOR,2018-09-25 00:00:00,5.72
NOR,2018-09-26 00:00:00,5.72
NOR,2018-09-27 00:00:00,5.72
