time,truth Study Domain,prior Study Domain,prior bias Study Domain,prior rel bias Study Domain,post BASE Study Domain,post bias BASE Study Domain,post bias red BASE Study Domain,post unc BASE Study Domain,post unc red BASE Study Domain,post CORSO Study Domain,post bias CORSO Study Domain,post bias red CORSO Study Domain,post unc CORSO Study Domain,post unc red CORSO Study Domain,prior unc Study Domain,prior unc Study Domain frac,truth Western Europe,prior Western Europe,prior bias Western Europe,prior rel bias Western Europe,post BASE Western Europe,post bias BASE Western Europe,post bias red BASE Western Europe,post unc BASE Western Europe,post unc red BASE Western Europe,post CORSO Western Europe,post bias CORSO Western Europe,post bias red CORSO Western Europe,post unc CORSO Western Europe,post unc red CORSO Western Europe,prior unc Western Europe,prior unc Western Europe frac,truth DE,prior DE,prior bias DE,prior rel bias DE,post BASE DE,post bias BASE DE,post bias red BASE DE,post unc BASE DE,post unc red BASE DE,post CORSO DE,post bias CORSO DE,post bias red CORSO DE,post unc CORSO DE,post unc red CORSO DE,prior unc DE,prior unc DE frac,truth FR,prior FR,prior bias FR,prior rel bias FR,post BASE FR,post bias BASE FR,post bias red BASE FR,post unc BASE FR,post unc red BASE FR,post CORSO FR,post bias CORSO FR,post bias red CORSO FR,post unc CORSO FR,post unc red CORSO FR,prior unc FR,prior unc FR frac,truth Benelux,prior Benelux,prior bias Benelux,prior rel bias Benelux,post BASE Benelux,post bias BASE Benelux,post bias red BASE Benelux,post unc BASE Benelux,post unc red BASE Benelux,post CORSO Benelux,post bias CORSO Benelux,post bias red CORSO Benelux,post unc CORSO Benelux,post unc red CORSO Benelux,prior unc Benelux,prior unc Benelux frac,truth British Isles,prior British Isles,prior bias British Isles,prior rel bias British Isles,post BASE British Isles,post bias BASE British Isles,post bias red BASE British Isles,post unc BASE British Isles,post unc red BASE British Isles,post CORSO British Isles,post bias CORSO British Isles,post bias red CORSO British Isles,post unc CORSO British Isles,post unc red CORSO British Isles,prior unc British Isles,prior unc British Isles frac,truth CH,prior CH,prior bias CH,prior rel bias CH,post BASE CH,post bias BASE CH,post bias red BASE CH,post unc BASE CH,post unc red BASE CH,post CORSO CH,post bias CORSO CH,post bias red CORSO CH,post unc CORSO CH,post unc red CORSO CH,prior unc CH,prior unc CH frac
2018-01-01,4.794471117135546,3.718294399558943,1.0761767175766033,0.28942751754789975,4.369893229979681,0.4245778871558654,0.6054756805072364,0.3696960803780856,,4.363955108202055,0.4305160089334912,0.5999578861890342,0.3649981508004908,,1.997364099648773,0.537172123833362,1.5205892383736639,1.1259343902149257,0.3946548481587382,0.35051318406164317,1.5192377389764715,0.0013514993971923683,0.9965754901947923,0.20663358150691155,,1.4458911067404534,0.07469813163321048,0.8107254174585349,0.2033408180588348,,1.6760827091820953,1.4886148995432618,0.790257680494267,0.5567023410259847,0.23355533946828233,0.4195336039684102,0.7929383455851777,0.0026806650909106944,0.9885223557850847,0.13370746766651825,,0.7616852639916586,0.028572416502608444,0.8776631843756726,0.11197004574309533,,1.1126172577453075,1.9985855559629753,0.35120270183405294,0.2735761830468332,0.07762651878721977,0.28374735666931566,0.4108183165356757,0.05961561470162274,0.2320199896502675,0.08367941585097584,,0.39533497601695383,0.04413227418290089,0.4314794110003718,0.11471461986782033,,0.18749343379740335,0.6853426775287181,0.25320578935511173,0.2227842428168146,0.030421546538297123,0.1365516077513228,0.22009028393353205,0.03311550542157968,-0.08855430409795839,0.13866190364282946,,0.18936609475546282,0.06383969459964892,-1.0985026030574185,0.15343621580236988,,0.7046338887289347,3.1628533500384193,0.343366580198978,0.3049043736278601,0.038462206571117874,0.126145145487685,0.3519701842231058,0.008603604024127798,0.7763101810547595,0.16577416818431806,,0.39745126897960464,0.054084688780626666,-0.40617748179949875,0.12005953155197538,,0.5596206543391837,1.8353972679388597,0.0440775958564587,0.024112683751298655,0.019964912105160045,0.8279838242429062,0.03614698573876009,0.007930610117698612,0.6027726004539283,0.014937358203810066,,0.036671954765896936,0.007405641090561764,0.629067182887936,0.01842366273132946,,0.017923276276804293,0.7433132065126922
2018-02-01,4.637829203859261,3.878505604159521,0.7593235996997398,0.19577736303523702,4.425313581878908,0.21251562198035323,0.7201250928268415,0.49567153960193927,,4.50535174648971,0.13247745736955086,0.8255322797527476,0.343806294105341,,2.0888948359287194,0.5385823946440801,1.4574566842323373,1.165774730010817,0.2916819542215203,0.25020438916085774,1.4813097358461857,0.02385305161384843,0.9182223950826487,0.3019030543113806,,1.463273637461955,0.005816953229617727,0.9800572056466682,0.17547171251627297,,1.92919002448708,1.6548566157967581,0.7556372601998324,0.5743151798691042,0.18132208033072816,0.31571876677899136,0.7595775373463605,0.003940277146528115,0.9782691818925686,0.1337512556728685,,0.7662831666298325,0.010645906430000185,0.9412873136543424,0.12320189866159588,,1.195570963102165,2.081733175457168,0.33716589595831453,0.28699839740784266,0.05016749855047187,0.174800622594351,0.40446754348959635,0.06730164753128182,-0.3415388344222874,0.1268775080832954,,0.39491233754958877,0.057746441591274233,-0.15107277141150344,0.10726801435474496,,0.20507156368809537,0.7145390550619551,0.2436654263601997,0.22950328266641978,0.01416214369377991,0.06170780447774428,0.22035132071911295,0.02331410564108674,-0.6462271634291086,0.15573994610338787,,0.20405594026068832,0.03960948609951137,-1.796856673393878,0.12422264842265729,,0.8188431804905401,3.567893108007168,0.3302694860046097,0.31894557076696817,0.011323915237641535,0.035504224781710954,0.3150999365781177,0.015169549426492013,-0.3396028765799397,0.15827448505201297,,0.3711698897380523,0.040900403733442614,-2.6118606396387207,0.1355485179208181,,0.5343852067292285,1.6754746129384799,0.0416863756098828,0.024825519319107692,0.01686085629077511,0.679174363848963,0.032960043575456566,0.008726332034426236,0.48245024547178095,0.019507665948355162,,0.03424773959430496,0.007438636015577843,0.5588221685011537,0.010043244694745806,,0.016895505082357754,0.6805700563675069
2018-03-01,4.426274940159296,3.6308740325095665,0.795400907649729,0.21906596057257555,4.098832271795686,0.32744266836360936,0.5883300292790143,0.4442648394130136,,4.289058598972715,0.13721634118658077,0.8274878242318944,0.24788004165943542,,2.0063164144465584,0.5525711981420198,1.3784836350571912,1.0696538750050852,0.30882976005210594,0.28871933928219323,1.3545559999938477,0.0239276350633435,0.9225216020007061,0.31215289147714176,,1.3551314931899083,0.02335214186728285,0.9243850661822783,0.1662586765616505,,1.9183352990366296,1.7934168648970767,0.7092696739854694,0.55018829606117,0.15908137792429933,0.2891398800432,0.7238275355739866,0.01455786158851724,0.9084879589398278,0.19601381417234173,,0.7237607448185677,0.014491070833098307,0.9089078116987769,0.14610832509574068,,1.2693793560199915,2.3071725900160946,0.3228510366715777,0.24621195237390398,0.07663908429767374,0.3112728019852083,0.32749241252977285,0.004641375858195129,0.9394385266900167,0.08245126729149818,,0.3371746094160383,0.014323572744460555,0.8131035505483548,0.09306536922727247,,0.1356292932295219,0.550863968714044,0.2310054086490059,0.20118857334515763,0.029816835303848266,0.1482034233261087,0.20871478194489207,0.02229062670411383,0.252414735602845,0.1313955412312504,,0.1930616084451765,0.0379438002038294,-0.2725629603934605,0.11523997163617655,,0.7357170050916297,3.656852836415511,0.3154652735666196,0.29884073801308125,0.016624535553538322,0.05563008465335342,0.28814976073139204,0.02731551283522754,-0.6430842682647924,0.16592870432596216,,0.36663699332831634,0.051171719761696766,-2.078084172451092,0.09360548181679815,,0.48139754478960706,1.6108832684268592,0.039318710994594455,0.024284689995462308,0.015034020999132147,0.6190740339671338,0.027573191855415565,0.01174551913917889,0.21873734645861465,0.01957378270982572,,0.03168976199738537,0.007628948997209083,0.4925543207868692,0.017792603872452586,,0.0199558300440128,0.8217453073414414
2018-04-01,4.132379538079401,3.444393965636807,0.6879855724425936,0.19974067406525528,3.925914935532888,0.20646460254651267,0.6998998077626979,0.5069444706149993,,4.014467923498646,0.11791161458075461,0.8286132452427362,0.4483693952935199,,2.137283514202404,0.6205107590842205,1.2731392626820695,1.0042689829962594,0.26887027968581,0.2677273561547519,1.284102005592351,0.010962742910281653,0.9592266466822134,0.281363843005051,,1.2546111575067571,0.018528105175312337,0.9310890545546222,0.16476166247721577,,1.77849637296774,1.7709362761175353,0.656283154457769,0.5121269948572814,0.14415615960048755,0.2814851805276555,0.626486344241549,0.029796810216219938,0.7933018589091273,0.17274502898397692,,0.6072463989524859,0.04903675550528308,0.6598358638216856,0.14346993016171758,,1.252702661976497,2.4460781691962903,0.29491472659027745,0.2364641439751698,0.05845058261510766,0.2471858169805454,0.3424616574596849,0.04754693086940742,0.186544791477955,0.09524451115338926,,0.34521216197106036,0.05029743538078291,0.1394878694026468,0.07287188843864785,,0.1416624257553299,0.5990862858692239,0.2151238156789132,0.18775987122600743,0.02736394445290577,0.14573904569825605,0.22621349243440753,0.011089676755494327,0.5947339838165504,0.13348078043228795,,0.20793530330890228,0.007188512370010919,0.7372998478935455,0.09700815251190856,,0.6705829284311456,3.5714922685687287,0.29411939150049077,0.2670566891995349,0.027062702300955865,0.10133691982055396,0.34226343387766245,0.04814404237717168,-0.778981339031735,0.1823109648328021,,0.43688625832966355,0.14276686682917278,-4.275410609092433,0.16321853471750555,,0.5470403032865649,2.0484051716743803,0.035598012947306544,0.023214322944111816,0.012383690003194728,0.5334504061569361,0.023553941905231836,0.012044071042074708,0.02742469821453908,0.02117774649092675,,0.029684695106733498,0.0059133178405730465,0.5224914513325563,0.012584300612080013,,0.019624085715552728,0.8453438751066513
2018-05-01,3.8006344817952122,3.2460589178011667,0.5545755639940455,0.17084580965329704,3.649170367101478,0.15146411469373433,0.7268828189924348,0.5840194199477549,,3.788917950012197,0.011716531783015238,0.9788729750394465,0.4219060680803389,,2.1276178290578454,0.6554464607497213,1.1596076350426803,0.9273918065034358,0.2322158285392445,0.2503966790635908,1.097064223746207,0.06254341129647334,0.7306668899794507,0.31759086854526447,,1.0849828416114728,0.07462479343120743,0.6786403670213383,0.19759349435764265,,1.8566361529316442,2.001997580646908,0.5961575384117223,0.48675689619193846,0.1094006422197838,0.2247541700501041,0.6400059724155486,0.04384843400382632,0.5991939981875458,0.20728908994631923,,0.6034907348276384,0.007333196415916121,0.932969347646206,0.1384041440983353,,1.3089071754917394,2.6890367362676457,0.26735573230889487,0.2043912476591814,0.06296448464971346,0.30805861489091535,0.25074243393752255,0.01661329837137232,0.7361481085123449,0.07480429213222188,,0.266020964025518,0.0013347682833768637,0.9788012513593576,0.07628028447243826,,0.1270243316410973,0.621476374824562,0.19791161232355645,0.17061668245437872,0.027294929869177725,0.15997808348240583,0.11231220619446368,0.08559940612909277,-2.136091814097469,0.14669393088440796,,0.12398503963605939,0.07392657268749706,-1.7084360737258102,0.11792770620264682,,0.7282254083676704,4.268195805309899,0.27108791748719,0.2328976231223176,0.038190294364872424,0.163978892755015,0.21896408204095838,0.05212383544623164,-0.36484508205769006,0.17131738259189,,0.36183311047100003,0.09074519298381001,-1.376132326104241,0.127784098530843,,0.41982200021668253,1.8026031978703039,0.03192509953096774,0.022387827711305618,0.009537271819662123,0.4260025556140001,0.0216524570920689,0.01027264243889884,-0.07710492404344294,0.019564942861309546,,0.0248051298329442,0.007119969698023542,0.2534584488464563,0.014052196323061854,,0.020082768057235287,0.8970396018857024
2018-06-01,3.4818487746360884,3.245080679663883,0.2367680949722053,0.07296215975644992,3.5174392191790598,0.03559044454297133,0.8496822616782495,0.5933060978689969,,3.7299083451662916,0.2480595705302031,-0.04769002157711899,0.485878210356553,,2.0054780591496946,0.6180056082172406,1.043606428244915,0.9145049004075828,0.1291015278373321,0.14117095247908812,1.0762837443431077,0.0326773160981928,0.7468866817798918,0.24993708323466618,,1.069419810798434,0.02581338255351917,0.8000536245702372,0.28181400919207655,,1.8197133009125235,1.9898343902821092,0.5379981099619366,0.4744045173949864,0.06359359256695024,0.13404929808879243,0.5515282192599698,0.01353010929803311,0.7872409978444158,0.16269599649506872,,0.5387451251732343,0.0007470152112976081,0.9882532943784995,0.18262009745278454,,1.3625820056461855,2.8721944157030608,0.23732031113428112,0.21176990293026526,0.025550408204015856,0.12065174441917496,0.292965369401049,0.05564505826676788,-1.1778539827016123,0.08160749125443685,,0.29348842094094746,0.05616810980666634,-1.1983253401735547,0.07153661614792163,,0.13337019146774562,0.62978822591076,0.17975315907621905,0.16396468894562083,0.015788470130598226,0.09629189206606856,0.1400757189809369,0.03967744009528215,-1.5130642657002493,0.11709985713819232,,0.1509373425111517,0.028815816565067348,-0.8251177173412125,0.14378052167121233,,0.5775868749697047,3.5226296508345305,0.24597133053323628,0.23238279123788189,0.01358853929535439,0.05847480884005861,0.26660836934966886,0.020637038816432585,-0.5187091392146848,0.22910996852023002,,0.38028487974500186,0.13431354921176558,-8.88432577574282,0.18189072360051953,,0.4671711666008341,2.010351816983762,0.027751168394991907,0.022507963454324494,0.005243204940667413,0.23294888279463719,0.03217931280356472,0.004428144408572816,0.15545082469937688,0.019466838816738996,,0.028533603778902607,0.0007824353839106998,0.8507715428321398,0.022277594333763556,,0.02339738594252465,1.039515902449596
2018-07-01,3.1774257339539127,3.1488272993624244,0.028598434591488253,0.009082249317794873,3.104689081571379,0.07273665238253368,-1.5433788045231775,0.3869923756365346,,3.3896806395957504,0.2122549056418377,-6.421906432074819,0.3611054296352023,,1.7545256898496908,0.5571997201005428,0.9362800978678247,0.8934204494125396,0.042859648455285115,0.04797254023395937,1.03963364642616,0.10335354855833523,-1.4114418172646137,0.19967410109594838,,0.9970906315571136,0.060810533689288904,-0.41882950236355065,0.15440148878665153,,1.622122749835054,1.8156319915238852,0.4845129357047022,0.4643808988977283,0.020132036806973896,0.043352422235195386,0.5457005817227106,0.06118764601800841,-2.03931721388531,0.17763396082935073,,0.5114426519018762,0.026929716197173992,-0.3376548262541088,0.11613903170380618,,1.224281327850675,2.6363731384229507,0.2100356223855363,0.21085340927265847,0.0008177868871221683,0.003878461770872639,0.2841860114819083,0.074150389096372,-89.67202013633505,0.0913703008422203,,0.27701105097425,0.06697542858871369,-80.89838898542807,0.08159974873696901,,0.15501345938923108,0.735171700206091,0.16212984320431675,0.15542230954253722,0.006707533661779536,0.04315682659408535,0.13354070266185766,0.02858914054245909,-3.262243319830657,0.08052482350607729,,0.13281630159003682,0.02931354161427993,-3.3702414467649398,0.12019022987600585,,0.5644736819699361,3.631870377112408,0.22174702226136203,0.2197620440320164,0.001984978229345624,0.00903239791970828,0.07059274540393483,0.15115427685742722,-75.14908547750538,0.1736478977824882,,0.2295497989913863,0.0078027767300242745,-2.9309130017998077,0.11123098614736054,,0.5338574076093588,2.4292521029317644,0.024194202752981165,0.02198833572467426,0.0022058670283069057,0.10031987213255013,0.021816207661682827,0.0023779950912983377,-0.07803193065701142,0.019915738923305507,,0.02254884023935995,0.001645362513621216,0.25409714524628446,0.01862097025485792,,0.021035292345516748,0.9566568661179731
2018-08-01,3.405599729294435,3.051113993535679,0.3544857357587561,0.11618239649839252,3.175793771159354,0.2298059581350813,0.3517201541461322,0.5734672330418745,,3.360369439090803,0.045230290203631895,0.8724058949598661,0.48239151910696837,,2.095904919845099,0.6869310436403366,1.0134052990551288,0.8677671134612983,0.14563818559383046,0.1678309575629312,1.0513176779406854,0.03791237888555665,0.7396810545876321,0.24839237175478524,,1.0465837809991994,0.03317848194407058,0.772185558280698,0.20275657605148767,,1.9108602407611475,2.2020427037609442,0.5247257587568338,0.45685705997976306,0.06786869877707075,0.14855565279012445,0.5661390415029759,0.04141328274614209,0.3898029063121886,0.17677414797796823,,0.5895729107447584,0.06484715198792457,0.044520476207612236,0.15337258680927657,,1.4236575002408531,3.1161989710828055,0.22869055091560392,0.19564860497194056,0.03304194594366336,0.16888413770393176,0.26626999886554953,0.03757944794994561,-0.1373255078262856,0.0585813981297954,,0.25336948063054615,0.024678929714942233,0.25310301769091026,0.07601111255298615,,0.11488928497197097,0.5872226126449923,0.17407294006758614,0.15347125061142272,0.02060168945616342,0.13423810240737072,0.1397312082947021,0.03434173177288405,-0.6669376482912674,0.1160111983641273,,0.1237931328128698,0.05027980725471634,-1.4405671856039994,0.11774785287369786,,0.6504405566535095,4.238191544424007,0.23945377821835453,0.2097247275608897,0.02972905065746484,0.14175272035498798,0.17341779689578105,0.06603598132257349,-1.2212610178317997,0.2120002145522481,,0.2298123354319973,0.00964144278635723,0.675689516713972,0.12737773459249604,,0.4845486706384737,2.3104031473722806,0.027006009528592795,0.021585416571259307,0.005420592957333489,0.25112292549178483,0.02843489495274345,0.0014288854241506534,0.7363968415637034,0.02568208861612487,,0.03029266701693962,0.003286657488346823,0.39367196278770145,0.020853906673175358,,0.024288217999799504,1.1252142352508008
2018-09-01,3.7787389886005784,3.2941268555975878,0.48461213300299066,0.14711398626907984,3.347209067296754,0.4315299213038246,0.10953545750130544,0.685395607593979,,3.517042295815292,0.2616966927852866,0.45998732808517684,0.6696547168456249,,2.2967843116624027,0.6972361455235284,1.145103077920022,0.9382292260344215,0.20687385188560048,0.22049393276735418,0.9729572491923381,0.1721458287276839,0.16787052999390606,0.3082694609400293,,1.0583283523485012,0.08677472557152077,0.5805428052864483,0.24944847430458866,,1.8555543962734447,1.97771967104057,0.5885876321260074,0.4837368909363708,0.10485074118963661,0.21675159193808177,0.4970717597741911,0.0915158723518163,0.127179538137002,0.1699873586405305,,0.5624515464883749,0.026136085637632478,0.7507305590681341,0.17724763486920547,,1.2665646300706384,2.6182924101962657,0.26292090753229236,0.22155784935237202,0.04136305817992034,0.18669191049122041,0.2533023274720138,0.009618580060278548,0.7674596491768135,0.08494282171246599,,0.2628935476561056,2.7359876186738852e-05,0.999338543197949,0.06884615514287619,,0.13188671502334295,0.5952698828267939,0.1961180486677589,0.16697055595211088,0.02914749271564801,0.1745666626636127,0.1424149252442009,0.053703123423557986,-0.8424611662987787,0.1575125341930743,,0.14722256445627532,0.04889548421148357,-0.6775193903808312,0.11280496490834015,,0.6851284031770801,4.103288746152244,0.2670634022512806,0.24368398704252542,0.023379415208755194,0.09594153268952892,0.19020986774344556,0.07685353450783505,-2.2872308319779835,0.20191758886281747,,0.2689221811571863,0.0018587789059056892,0.9204950641703986,0.16494925289804552,,0.5423571439415266,2.2256577074425477,0.0315464686968576,0.02297323918567952,0.00857322951117808,0.3731833130663718,0.030317444468357175,0.0012290242285004256,0.8566439604937696,0.023737322400345953,,0.032205319427092136,0.000658850730234535,0.9231502283502965,0.024061715784201475,,0.026783752310708134,1.1658674727682248
2018-10-01,4.14631936899954,3.4031035473255318,0.7432158216740086,0.21839353735154346,3.430581183256215,0.7157381857433252,0.03697127419703361,0.4162428476339899,,3.5685648846808498,0.5777544843186906,0.22262892221889907,0.4303715462278445,,2.1906967849767516,0.6437349773557142,1.2800194352830587,1.002976269969771,0.27704316531328765,0.27622105687668713,1.2484678437152414,0.03155159156781728,0.8861130844641559,0.2472770732296991,,1.2322692076169708,0.04775022766608794,0.8276433652059572,0.18497842223603495,,1.8242289559651779,1.8188156695074738,0.6540670783844788,0.5100209028672061,0.1440461755172726,0.2824319056483413,0.6661521184386062,0.012085040054127472,0.9161030134210099,0.19014543161806052,,0.6601203302652656,0.00605325188078687,0.9579770038388765,0.12260317543599196,,1.2376497227583814,2.426664702957533,0.29843026923041677,0.23701701764447047,0.061413251585946294,0.25910903865167695,0.2972455826707189,0.0011846865596978895,0.9807095939540027,0.0927091215266455,,0.2936563738698677,0.004773895360549063,0.9222660380737516,0.07321462233889264,,0.14648139953431766,0.6180206003352984,0.21813241344205744,0.1872551378536536,0.030877275588403835,0.16489414358571833,0.19730144717175865,0.02083096627029879,0.3253625563350545,0.13806317307364407,,0.18184543119226046,0.036286982249796984,-0.17520025838758913,0.09977548129663052,,0.6820848270386003,3.6425426552070004,0.29619975153621014,0.25874719634760174,0.037452555188608405,0.14474574301587614,0.2377319406162491,0.05846781091996103,-0.5611167415820175,0.1566166278311916,,0.19352635592591627,0.10267339561029387,-1.7414256542240696,0.13155307867257393,,0.5647049127391579,2.182458093113139,0.03664738512765107,0.023531809993968943,0.013115575133682125,0.5573551349022267,0.02279505683259331,0.013852328295057757,-0.05617391184650189,0.01972452245887861,,0.0258787564703017,0.010768628657349368,0.17894346625376423,0.018361422325824193,,0.021842730239946,0.928221426466734
